smiles,murcko_scaffold,cluster_id
COc1cccc(NC(=O)c2ccccc2Br)c1,O=C(Nc1ccccc1)c1ccccc1,777
COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2ncc(\C=C\c3ccccc3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO,O=C1NCC[C@H](CNS(=O)(=O)c2ccccc2)Oc2ncc(/C=C/c3ccccc3)cc21,737
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Cc2ccccn2)Oc2ncc(cc2C1=O)-c1ccc(F)cc1,O=C(Cc1ccccn1)NC[C@@H]1CCNC(=O)c2cc(-c3ccccc3)cnc2O1,889
Cc1ccccc1S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)NCc3ccccc3Cl)CC[C@H]12,O=C(C[C@@H]1CC[C@H]2[C@@H](COCCCN2S(=O)(=O)c2ccccc2)O1)NCc1ccccc1,890
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2C3OCO[C@@H]3C[C@H]21,891
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc2c(cccc2C1=O)N(C)C,O=C(NC[C@@H]1CCNC(=O)c2ccccc2O1)Nc1ccccc1,95
OC[C@H]1[C@@H]2Cn3c(ccc(-c4cccc(F)c4)c3=O)[C@@H](N2)[C@@H]1C(=O)NCc1ccccc1,O=C(NCc1ccccc1)[C@@H]1C[C@@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]1N2,892
CCCN1C[C@@H](C)[C@H](CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@@H]1C)OC,O=C(Nc1ccc2c(c1)C(=O)NCCCCNCCO2)c1ccccc1,119
CN(C)\C=C1/C(=O)N(CS1(=O)=O)c1ccc(C)cc1,C=C1C(=O)N(c2ccccc2)CS1(=O)=O,893
Fc1ccc2nc(Nc3ccccc3)sc2c1,c1ccc(Nc2nc3ccccc3s2)cc1,894
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3nc4ccccc4s3)cc2OC[C@H](C)N(Cc2cccnc2)C[C@H]1C,O=C(Nc1ccc2c(c1)OCCN(Cc1cccnc1)CCCCNC2=O)c1nc2ccccc2s1,628
COC(=O)C[C@H]1O[C@H](CO)[C@H](NC(=O)Nc2ccc(cc2)C(F)(F)F)C=C1,O=C(Nc1ccccc1)N[C@@H]1C=CCOC1,430
CCCNC(=O)Nc1ccc2c(OC[C@H](C)N(CCC(F)(F)F)C[C@@H](C)[C@@H](CN(C)C2=O)OC)c1,O=C1NCCCCNCCOc2ccccc21,100
CCOc1ccc(cc1Cl)C(=O)Nc1ccc(Cl)cn1,O=C(Nc1ccccn1)c1ccccc1,895
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21,O=C1NCC[C@@H](CNS(=O)(=O)c2ccccc2)OCc2ccccc2-c2c1[nH]c1ccccc21,111
OC[C@@H]1O[C@@H](CC(=O)N2CCOCC2)CC[C@H]1NC(=O)Cc1ccccc1,O=C(Cc1ccccc1)N[C@@H]1CC[C@H](CC(=O)N2CCOCC2)OC1,896
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(O)c2)OCc2cnnn2CCCC1=O,O=C1CCCn2nncc2CO[C@H](CNCc2ccccc2)CCN1,239
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3ccc4OCOc4c3)cc2OC[C@@H](C)NC[C@@H]1C,O=C(Nc1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCCNCCCCNC2=O,299
C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccccc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21,O=C(NC[C@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1)c1ccccc1,178
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C1=O,O=C(NC[C@H]1CCNC(=O)c2cc(NC(=O)C3CCCCC3)ccc2OCCCCCO1)c1ccncc1,733
OC[C@H]1[C@@H]2Cn3c(cccc3=O)[C@@H]2N([C@@H]1C(=O)NCC1CCCCC1)C(=O)CC1CC1,O=C(NCC1CCCCC1)[C@@H]1C[C@@H]2Cn3c(cccc3=O)[C@@H]2N1C(=O)CC1CC1,897
CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)C#CC1CCCCC1,O=C1NCCCOc2ncc(C#CC3CCCCC3)cc21,898
COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5cc(C[C@H]6N(C)CCc7cc(OC)c(OC)c(Oc1cc23)c67)ccc5OC(=O)c1ccc(cc1)[N+]([O-])=O)cc4,O=C(Oc1ccc2cc1Oc1ccc(cc1)C[C@@H]1NCCc3ccc(cc31)Oc1cccc3c1[C@@H](C2)NCC3)c1ccccc1,899
OC[C@@H]1O[C@H](CC(=O)NCc2ccc(Oc3ccccc3)cc2)CC[C@@H]1NC(=O)c1ccc2OCOc2c1,O=C(C[C@@H]1CC[C@H](NC(=O)c2ccc3c(c2)OCO3)CO1)NCc1ccc(Oc2ccccc2)cc1,900
CNC[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)C#Cc1cccc(OC)c1,O=C1NCCCOc2ncc(C#Cc3ccccc3)cc21,148
Oc1ccc(cc1NC(=O)c1cccc(c1)[N+]([O-])=O)[N+]([O-])=O,O=C(Nc1ccccc1)c1ccccc1,777
CC(=NOC(=O)c1cccc(C)c1)c1sc(nc1C)-c1ccccc1,O=C(ON=Cc1cnc(-c2ccccc2)s1)c1ccccc1,901
Cc1cc(C)c(C(=O)\C=C\c2cccc3ccccc23)c(O)n1,O=C(/C=C/c1cccc2ccccc12)c1cccnc1,902
COc1ccc(cc1)-c1ccc2[C@@H]3[C@H](Cn2c1=O)[C@@H](CO)[C@@H](N3C(=O)NC(C)C)C(=O)NCC1CC1,O=C(NCC1CC1)[C@H]1C[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]2N1,903
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CC2)OCc2ccccc2-c2ccccc2C1=O,O=C1NCC[C@H](CNC(=O)C2CC2)OCc2ccccc2-c2ccccc21,904
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3cccc(F)c3)cc2OC[C@H](C)N(C[C@H]1C)C(C)=O,O=C(Nc1ccccc1)Nc1ccc2c(c1)OCCNCCCCNC2=O,184
OC[C@H]1O[C@@H](CC(=O)NCc2ccc(cc2)-c2ccccc2)C=C[C@@H]1NC(=O)Nc1ccccc1F,O=C(C[C@H]1C=C[C@H](NC(=O)Nc2ccccc2)CO1)NCc1ccc(-c2ccccc2)cc1,905
COc1ccccc1NC(=O)N[C@H]1CC[C@@H](CC(=O)NCc2ccc(Cl)c(Cl)c2)O[C@H]1CO,O=C(C[C@@H]1CC[C@H](NC(=O)Nc2ccccc2)CO1)NCc1ccccc1,906
CC(C)(C)OC(=O)[C@H](Cc1ccccc1)NC(=O)c1nc[nH]c1C(=O)N[C@@H](Cc1ccccc1)C(=O)OC(C)(C)C,O=C(NCCc1ccccc1)c1nc[nH]c1C(=O)NCCc1ccccc1,907
CO[C@@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(Cc2ccncc2)C[C@@H]1C,O=C1NCCCCN(Cc2ccncc2)CCOc2ccccc21,584
COc1ccccc1NC(=O)N(C)C[C@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccccc2O1)Nc1ccccc1,131
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccc(F)cc3)cc2C1=O,O=C(Nc1ccccc1)Nc1ccc2c(c1)C(=O)NCC[C@H](CNCC1CC1)OCCCCCO2,668
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccncc2)Oc2cc(ccc2S1(=O)=O)C#CCN(C)C,O=S1(=O)NCC[C@@H](CNCc2ccncc2)Oc2ccccc21,561
OC[C@@H]1O[C@H](CC(=O)NCC2CC2)CC[C@H]1NC(=O)Nc1cccc(F)c1,O=C(C[C@@H]1CC[C@@H](NC(=O)Nc2ccccc2)CO1)NCC1CC1,908
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cnccn2)Oc2ncc(cc2C1=O)-c1ccccc1F,O=C(NC[C@H]1CCNC(=O)c2cc(-c3ccccc3)cnc2O1)c1cnccn1,909
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc2c(NC(=O)C3CCOCC3)cccc2C1=O,O=C(NC[C@@H]1CCNC(=O)c2cccc(NC(=O)C3CCOCC3)c2O1)Nc1ccccc1,910
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCOCC2)Oc2cc(ccc2S1(=O)=O)C#Cc1ccncc1,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O1)C1CCOCC1,911
CO[C@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(C[C@H]1C)C(=O)Cc1ccccn1,O=C1NCCCCN(C(=O)Cc2ccccn2)CCOc2ccccc21,151
C[C@H](NC(=O)C[C@@H]1O[C@H](CO)[C@@H](NC(=O)CN2CCOCC2)C=C1)c1ccccc1,O=C(C[C@H]1C=C[C@H](NC(=O)CN2CCOCC2)CO1)NCc1ccccc1,912
O[C@@H]1COC[C@H]2O[C@@H](CC(=O)Nc3ccc(cc3)-c3ccccc3)CC[C@@H]2N(C1)C(=O)c1cccnc1,O=C(C[C@H]1CC[C@H]2[C@@H](COCCCN2C(=O)c2cccnc2)O1)Nc1ccc(-c2ccccc2)cc1,913
COCC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)C#CC(C)(C)O,O=C1NCCCOc2ncccc21,257
COC(=O)c1ccccc1NC(=O)Cn1nc(c2CCCc12)C(F)(F)F,O=C(Cn1ncc2c1CCC2)Nc1ccccc1,914
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C1=O,O=C1NCC[C@@H](CNCc2ccccc2)Oc2ccc(NS(=O)(=O)c3cccs3)cc21,915
CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@@H](C)CO)n(C)c1ccccc21)c1ccccc1,O=C(Cc1ccccc1)NC[C@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1,122
COc1cccc(c1)S(=O)(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@H](C)CO,O=C1NCC[C@@H](CNS(=O)(=O)c2ccccc2)OCc2ccccc2-c2ccccc21,248
C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CN2CCOCC2)Oc2ncc(\C=C\c3ccccc3)cc2C1=O,O=C(CN1CCOCC1)NC[C@H]1CCNC(=O)c2cc(/C=C/c3ccccc3)cnc2O1,916
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21,O=C(Cc1ccccc1)NC[C@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1,122
CCOc1cc(C=O)ccc1OCCSc1ccc(Cl)cc1,c1ccc(OCCSc2ccccc2)cc1,917
C[C@H](O)C#Cc1ccc2c(O[C@H](CN(C)Cc3ccc(cc3)-c3ccccc3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,O=S1(=O)NCC[C@@H](CNCc2ccc(-c3ccccc3)cc2)Oc2ccccc21,412
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc2c(NC(=O)C3CCCCC3)cccc2C1=O,O=C1NCC[C@H](CNS(=O)(=O)c2ccccc2)Oc2c(NC(=O)C3CCCCC3)cccc21,918
OC[C@H]1O[C@@H](CC(=O)NCc2ccc3OCOc3c2)CC[C@@H]1NS(=O)(=O)c1cccc(F)c1,O=C(C[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)CO1)NCc1ccc2c(c1)OCO2,919
CNC[C@H]1Oc2c(cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)N(C)C,O=C1NCCCOc2ccccc21,219
OC[C@H]1O[C@H](CCNC(=O)C2CCCCC2)CC[C@H]1NC(=O)Nc1ccccc1F,O=C(Nc1ccccc1)N[C@@H]1CC[C@@H](CCNC(=O)C2CCCCC2)OC1,920
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21,O=C(NC[C@@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1)c1cnoc1,921
CCOC(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@@H](C)CO,O=C1NCCCOCc2ccccc2-c2ccccc21,367
COc1ccccc1NC(=O)N(C)C[C@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccccc2O1)Nc1ccccc1,131
OC[C@H]1O[C@@H](CC(=O)Nc2nccs2)C=C[C@@H]1NC(=O)c1cccc(F)c1,O=C(C[C@H]1C=C[C@H](NC(=O)c2ccccc2)CO1)Nc1nccs1,922
OC[C@@H]1O[C@@H](CCNC(=O)Cc2ccccn2)CC[C@H]1NC(=O)c1ccccc1F,O=C(Cc1ccccn1)NCC[C@H]1CC[C@@H](NC(=O)c2ccccc2)CO1,923
Fc1cccc(Cl)c1C=NNc1ccccn1,C(=NNc1ccccn1)c1ccccc1,924
OC[C@H]1O[C@H](CC(=O)Nc2ccccc2)CC[C@H]1NC(=O)C1CC1,O=C(C[C@@H]1CC[C@@H](NC(=O)C2CC2)CO1)Nc1ccccc1,925
CCCNC(=O)N1C[C@@H](O)COC[C@H]2O[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)CC[C@H]12,O=C(C[C@@H]1CC[C@@H]2NCCCOC[C@H]2O1)N[C@H]1CCN(Cc2ccccc2)C1,926
CNC[C@H]1Oc2ccc(NC(=O)Nc3cccc4ccccc34)cc2CC(=O)N(C[C@H]1C)[C@@H](C)CO,O=C1Cc2cc(NC(=O)Nc3cccc4ccccc34)ccc2OCCCN1,927
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccnc2)OCc2cn(CCCC1=O)nn2,O=C1CCCn2cc(nn2)CO[C@H](CNCc2cccnc2)CCN1,928
CCCN1[C@@H]2Cn3c(ccc(-c4ccc(F)cc4)c3=O)[C@H]1[C@H]([C@@H]2CO)C(=O)NCCOC,O=c1c(-c2ccccc2)ccc2n1C[C@@H]1CC[C@H]2N1,489
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3nc4ccccc4s3)cc2OC[C@@H](C)N(Cc2ccc(OC)cc2)C[C@@H]1C,O=C(Nc1ccc2c(c1)OCCN(Cc1ccccc1)CCCCNC2=O)c1nc2ccccc2s1,564
Fc1ccc(CNC(=O)C(=O)Nc2nc(cs2)C23CC4CC(CC(C4)C2)C3)cc1,O=C(NCc1ccccc1)C(=O)Nc1nc(C23CC4CC(CC(C4)C2)C3)cs1,929
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCC2)Oc2cc(ccc2S1(=O)=O)-c1ccc(cc1)C(=O)N(C)C,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccc(-c3ccccc3)cc2O1)C1CCC1,930
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccccc3F)cc2OC[C@@H](C)N(CC2CC2)C[C@H]1C,O=C(Nc1ccc2c(c1)OCCN(CC1CC1)CCCCNC2=O)c1ccccc1,931
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccc3ccn(C)c3c2)OCc2cn(CCCC1=O)nn2,O=C1CCCn2cc(nn2)CO[C@@H](CNC(=O)c2ccc3cc[nH]c3c2)CCN1,932
OC[C@H]1O[C@H](CC(=O)NCc2cccc(F)c2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)c3cccnc3)cc21,O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)c4cccnc4)ccc3O[C@H]2CO1)NCc1ccccc1,124
CCCNC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@@H]1C)OC,O=C1NCCCCNCCOc2ccccc21,100
Cc1ccc2nc(NC(=S)NC(=O)c3cccs3)sc2c1,O=C(NC(=S)Nc1nc2ccccc2s1)c1cccs1,933
COc1ccc(CN2C[C@@H](O)COC[C@H]3O[C@H](CC(=O)NCCN4CCCC4)CC[C@H]23)cc1,O=C(C[C@@H]1CC[C@H]2[C@@H](COCCCN2Cc2ccccc2)O1)NCCN1CCCC1,934
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCc2cnnn2CCCC1=O,O=C1CCCn2nncc2CO[C@@H](CNCc2ccccc2)CCN1,146
OC[C@H]1O[C@H](CC(=O)NCCc2ccccc2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)c3cccnc3)cc21,O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)c4cccnc4)ccc3O[C@H]2CO1)NCCc1ccccc1,935
CC(\C=C\c1ccco1)=NNC(=O)c1cc(Cl)ccc1O,O=C(NN=C/C=C/c1ccco1)c1ccccc1,936
COc1ccccc1S(=O)(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#CCC1CCCC1,O=S(=O)(NC[C@@H]1CCNS(=O)(=O)c2ccc(C#CCC3CCCC3)cc2O1)c1ccccc1,937
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCCC3)cc2OC[C@@H](C)N(C[C@@H]1C)S(C)(=O)=O,O=C1NCCCCNCCOc2cc(NC(=O)C3CCCC3)ccc21,580
C[C@@H](O)C#Cc1ccc2c(O[C@H](CN(C)Cc3ccc(cc3)-c3ccccc3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,O=S1(=O)NCC[C@@H](CNCc2ccc(-c3ccccc3)cc2)Oc2ccccc21,412
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccc2C(F)(F)F)OCc2cn(CCCC1=O)nn2,O=C1CCCn2cc(nn2)CO[C@@H](CNCc2ccccc2)CCN1,749
CC(C)OC(=O)N(C)C[C@@H]1OCc2cn(CCCC(=O)N(C[C@@H]1C)[C@H](C)CO)nn2,O=C1CCCn2cc(nn2)COCCCN1,176
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc3OCOc3c2)Oc2cc(ccc2S1(=O)=O)-c1ccccc1,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccc(-c3ccccc3)cc2O1)c1ccc2c(c1)OCO2,656
OC[C@H]1O[C@H](CC(=O)NC2CCCCC2)C=C[C@H]1NS(=O)(=O)c1ccc(F)cc1,O=C(C[C@@H]1C=C[C@@H](NS(=O)(=O)c2ccccc2)CO1)NC1CCCCC1,938
CN(C)Cc1cn(CC[C@@H]2CC[C@H](NS(=O)(=O)c3ccc(cc3)-c3ccccc3)[C@H](CO)O2)nn1,O=S(=O)(N[C@H]1CC[C@@H](CCn2ccnn2)OC1)c1ccc(-c2ccccc2)cc1,939
CN(C)CCCNC(=O)C[C@H]1O[C@@H](CO)[C@H](NC(=O)Nc2c(C)noc2C)C=C1,O=C(Nc1cnoc1)N[C@@H]1C=CCOC1,940
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc2ncc(cc2C1=O)C#CCN(C)C,O=C1NCC[C@H](CNS(=O)(=O)c2ccccc2)Oc2ncccc21,941
CCC(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)NCc3cc(F)cc(F)c3)CC[C@H]12,O=C(C[C@@H]1CC[C@@H]2NCCCOC[C@H]2O1)NCc1ccccc1,942
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C)Oc2c(NS(C)(=O)=O)cccc2C1=O,O=C1NCCCOc2ccccc21,219
COc1cccc(Nc2nc3cc(OC)ccc3cc2C#N)c1,c1ccc(Nc2ccc3ccccc3n2)cc1,943
Cc1noc(C)c1NC(=O)N[C@H]1CC[C@H](CC(=O)Nc2ccc(cc2)-c2ccccc2)O[C@@H]1CO,O=C(C[C@H]1CC[C@H](NC(=O)Nc2cnoc2)CO1)Nc1ccc(-c2ccccc2)cc1,944
COc1ccc(cc1)S(=O)(=O)Nc1ccc2O[C@H](CN(C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1,O=C1NCCCOc2ccc(NS(=O)(=O)c3ccccc3)cc21,945
OC[C@H]1O[C@@H](CCNC(=O)c2cc(Cl)cc(Cl)c2)CC[C@H]1NC(=O)CCN1CCCCC1,O=C(CCN1CCCCC1)N[C@@H]1CC[C@H](CCNC(=O)c2ccccc2)OC1,946
COCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C#Cc1cccnc1,O=S1(=O)NCCCOc2cc(C#Cc3cccnc3)ccc21,428
Cc1cccc(c1)S(=O)(=O)N[C@H]1CC[C@@H](CCNC(=O)c2cnccn2)O[C@H]1CO,O=C(NCC[C@@H]1CC[C@H](NS(=O)(=O)c2ccccc2)CO1)c1cnccn1,947
C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N(Cc1ccccc1)[C@H]2c1ccc2ccccc2c1,O=C1[C@H]2CCC=C[C@@H]2[C@H](c2ccc3ccccc3c2)N1Cc1ccccc1,948
COc1ccccc1C#Cc1cnc2O[C@@H](CN(C)C(=O)c3ccc4OCOc4c3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1,O=C(NC[C@H]1CCNC(=O)c2cc(C#Cc3ccccc3)cnc2O1)c1ccc2c(c1)OCO2,421
OC[C@@H]1O[C@H](CCn2cc(nn2)C2CCCCC2)CC[C@H]1NC(=O)Nc1ccc(Cl)c(Cl)c1,O=C(Nc1ccccc1)N[C@@H]1CC[C@@H](CCn2cc(C3CCCCC3)nn2)OC1,949
COc1ccc(cc1OC)C#Cc1cnc2O[C@@H](CN(C)C(=O)Nc3c(C)noc3C)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1,O=C(NC[C@H]1CCNC(=O)c2cc(C#Cc3ccccc3)cnc2O1)Nc1cnoc1,950
COc1ccc(CNC(=O)N(C)C[C@H]2OCc3ccccc3-c3c(C(=O)N(C[C@H]2C)[C@@H](C)CO)n(C)c2ccccc32)cc1,O=C(NCc1ccccc1)NC[C@@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1,74
CN(C)CC(=O)N[C@@H]1CC[C@@H](CCNC(=O)Nc2ccc(F)cc2)O[C@@H]1CO,O=C(NCC[C@@H]1CCCCO1)Nc1ccccc1,389
COc1ccc(OC(=O)N(C)C[C@@H]2OCc3cnnn3CCCC(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1,O=C1CCCn2nncc2CO[C@@H](CNC(=O)Oc2ccccc2)CCN1,951
CNC[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)-c1cccc(c1)C(=O)N(C)C,O=S1(=O)NCCCOc2cc(-c3ccccc3)ccc21,349
CCCC#Cc1ccc2c(O[C@H](CN(C)C(=O)Nc3ccccc3F)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccccc2O1)Nc1ccccc1,131
CCCNC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4cccnc4)c3=O)[C@H]2N1C(=O)c1ccccc1F,O=C(c1ccccc1)N1CC[C@H]2Cn3c(ccc(-c4cccnc4)c3=O)[C@H]21,952
OC[C@H]1O[C@H](CCNC(=O)Cc2ccccn2)CC[C@H]1NC(=O)c1ccccc1F,O=C(Cc1ccccn1)NCC[C@@H]1CC[C@@H](NC(=O)c2ccccc2)CO1,953
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C1=O,O=C(Cc1ccccc1)Nc1ccc2c(c1)C(=O)NCCCOCCCCCO2,483
COc1cccc(NC(=O)N(C)C[C@@H]2Oc3ncc(cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)C#Cc2ccncc2)c1,O=C(NC[C@H]1CCNC(=O)c2cc(C#Cc3ccncc3)cnc2O1)Nc1ccccc1,168
Cc1noc(C)c1NC(=O)N[C@@H]1CC[C@H](CC(=O)Nc2ccc(cc2)-c2ccccc2)O[C@@H]1CO,O=C(C[C@H]1CC[C@@H](NC(=O)Nc2cnoc2)CO1)Nc1ccc(-c2ccccc2)cc1,954
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc2ccccc2N)Oc2c(cccc2C1=O)N(C)C,O=C(Nc1ccccc1)c1ccc(CNC[C@@H]2CCNC(=O)c3ccccc3O2)cc1,251
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2c(C)noc2C)Oc2ncc(\C=C\c3ccccc3)cc2C1=O,O=C(NC[C@H]1CCNC(=O)c2cc(/C=C/c3ccccc3)cnc2O1)Nc1cnoc1,785
COCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccccn3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1,O=S1(=O)NCC[C@@H](CNCc2ccccn2)Oc2ccccc21,955
OC[C@@H]1O[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)CC[C@H]1NC(=O)c1ccccc1,O=C(N[C@@H]1CC[C@H](CC(=O)N2CCN(c3ccccc3)CC2)OC1)c1ccccc1,956
C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)N[C@@H](C)c2ccccc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21,O=C(NCc1ccccc1)NC[C@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1,127
OC[C@@H]1O[C@@H](CCNC(=O)c2cc(Cl)cc(Cl)c2)CC[C@H]1NC(=O)Cc1ccccn1,O=C(Cc1ccccn1)N[C@@H]1CC[C@H](CCNC(=O)c2ccccc2)OC1,957
COc1cccc(c1)S(=O)(=O)N[C@H]1CC[C@H](CC(=O)NCc2ccncc2)O[C@H]1CO,O=C(C[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)CO1)NCc1ccncc1,155
COc1cccc(c1)-c1cnc2O[C@H](CN(C)Cc3ccc(cc3)C(O)=O)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1,O=C1NCC[C@@H](CNCc2ccccc2)Oc2ncc(-c3ccccc3)cc21,958
